name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,2000,1.0,1e-10,False,1.41,6.01,20,0.5323480334103439,1.5859295424452104,31.249866265122378,0.1910904070664487,16.12,1,1.0
SD,2000,1.0,1e-10,False,1.41,6.01,20,0.5348334270340854,1.5870963780172753,32.38490767850336,0.22265569147179545,15.64,1,1.0
SD,2000,1.0,1e-10,False,1.41,6.01,20,0.531044994882608,1.5861183162162105,31.877183523994823,0.2879226624482841,14.03,1,1.0
SD,2000,1.0,1e-10,False,1.41,6.01,20,0.5399657108489186,1.5856562075520773,31.371294169877405,0.3617803733044766,12.77,1,1.0
SD,2000,1.0,1e-10,False,1.6099999999999999,6.01,20,0.5250559783265794,1.5814193321457757,31.511627726144116,0.1547774067624357,16.36,1,1.0
SD,2000,1.0,1e-10,False,1.6099999999999999,6.01,20,0.5377727190111272,1.5837715559146408,32.62019012550896,0.07388669619904402,17.8,1,1.0
SD,2000,1.0,1e-10,False,1.6099999999999999,6.01,20,0.540274247270985,1.578829561255196,30.272262983575224,0.15418779454916107,13.03,1,1.0
SD,2000,1.0,1e-10,False,1.6099999999999999,6.01,20,0.5413421713261733,1.582404885015607,31.967584050640443,0.18863652734475864,16.13,1,1.0
SD,2000,1.0,1e-10,False,1.8099999999999998,6.01,20,0.543103890720578,1.5739993411181332,31.202034668346073,0.03931436016772542,16.49,3,0.975
SD,2000,1.0,1e-10,False,1.8099999999999998,6.01,20,0.5264741646037775,1.5793916753628698,32.77432176574086,0.10165098177347787,19.93,1,1.0
SD,2000,1.0,1e-10,False,1.8099999999999998,6.01,20,0.5295723472668992,1.576193324809665,31.76615574123307,0.05936265848434473,17.3,1,1.0
SD,2000,1.0,1e-10,False,1.8099999999999998,6.01,20,0.5375066410784112,1.5735142452690623,30.44785217938237,0.1997443022288443,15.59,1,1.0
SD,2000,1.0,1e-10,False,2.01,6.01,20,0.5147017602374023,1.5797422835884143,33.1419411725229,0.04329208222635007,20.69,1,1.0
SD,2000,1.0,1e-10,False,2.01,6.01,20,0.5388451192700997,1.5866283249232946,36.9302608364626,0.027450543041223657,19.6,1,1.0
SD,2000,1.0,1e-10,False,2.01,6.01,20,0.5415197871780177,1.5872487668004438,36.71121798205703,0.027479073195950113,19.01,1,1.0
SD,2000,1.0,1e-10,False,2.01,6.01,20,0.5423521220507393,1.5871106851447676,36.50054414792752,0.04304304350509768,21.29,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,20,0.5550502501262882,1.5651178052276702,31.617114378086896,0.048598150206433634,20.55,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,20,0.5358111006433949,1.5853229015848191,37.12208478118465,0.027095189348550874,20.27,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,20,0.5286659184148625,1.580531877276804,34.79981136142495,0.039974007445703084,21.44,1,1.0
SD,2000,1.0,1e-10,False,2.21,6.01,20,0.544626709448197,1.5787468374540818,34.5453654681024,0.03047127602175953,20.41,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,20,0.5254026070040451,1.5774409422893436,34.89659847557113,0.02455665602905792,18.01,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,20,0.5215704366865165,1.585990572392021,37.43804171489812,0.027319808724099524,21.91,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,20,0.5213109427626826,1.5780843345406612,34.282984739683386,0.03141909856223238,19.41,1,1.0
SD,2000,1.0,1e-10,False,2.41,6.01,20,0.5338819347754918,1.5747656451043957,33.40261823277447,0.042364640775823144,21.86,1,1.0
SD,2000,1.0,1e-10,False,2.6100000000000003,6.01,20,0.5390512744190289,1.5702002274241587,31.270055205779602,0.03084967387931127,19.64,1,1.0
